learning_rate,dropout,batch_size,mean_accuracy,mean_loss
0.0001,0.3,16,92.29999899864195,0.2249494075775146
0.0001,0.3,32,92.29999899864195,0.2423651665449142
0.0001,0.5,16,92.29999899864195,0.2443657726049423
0.0001,0.5,32,91.79999947547913,0.2768279075622558
5e-05,0.3,16,90.49999952316284,0.2757984310388565
5e-05,0.5,32,89.00000095367432,0.300577038526535
5e-05,0.5,16,88.70000123977661,0.2919994801282882
5e-05,0.3,32,88.39999914169312,0.3014107137918472
